method,split,global_MAE,global_RMSE,global_n,event_MAE,event_RMSE,event_n,stable_MAE,stable_RMSE,stable_n,event_score_threshold,disagreement_threshold,calibration_scheme,rule_feasible_on_validation,rule_reason,activation_rate,event_recall,stable_false_trigger_rate,stable_false_trigger_count,mean_abs_correction,global_delta_vs_behavior,global_relative_delta_vs_behavior_pct,selected_rate__behavior_concat_v5,selected_rate__event_graph_dynamic_v5,selected_rate__historical_event_dual_graph_v5,selected_rate__historical_correlation_graph_v5,selected_rate__event_dtw_fusion_graph_v5,method_label,window,relative_delta_pct
behavior_concat_v5,test,0.0213853700784751,0.3003607739365829,11753940.0,0.7945942092716892,1.7535501645517677,71400.0,0.0166597615106126,0.2682814147935433,11682540.0,,,,,,,,,,,,,,,,,,行为基线分支,,
event_graph_dynamic_v5,test,0.021505492246418,0.3040541691451359,11753940.0,0.7873081573408295,1.7634538958339177,71400.0,0.0168251478788626,0.2720441604572924,11682540.0,,,,,,,,,,,,,,,,,,动态图结构分支,,
event_deferral_v6,test,0.0211635860705941,0.2988647909443649,11753940.0,0.7647135986669213,1.710968726219874,71400.0,0.0166192428969882,0.2682808769431168,11682540.0,0.0,0.0002,prediction_bin,True,best_feasible_validation_gain,0.0042640170019584,0.7019467787114846,0.0,0.0,6.146772171348653e-05,-0.000221784007881,-1.0370828611670455,0.9957359829980416,0.0,0.0,0.0026374985749459,0.0016265184270125,事件触发修正,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,事件触发修正 vs 行为基线,全局,-1.0370828611669816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,事件触发修正 vs 行为基线,事件窗口,-3.760486831656615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,事件触发修正 vs 行为基线,稳定窗口,-0.24321244694043148
